AAM,ea
[N:1](=[C:2]=[C:3]([C:4]#[N:5])[H:6])[H:7]>>[N:1]#[C:2][C:3]([C:4]#[N:5])([H:6])[H:7],58.039279020028005
[N+:1](#[C-:2])[C:3]([C:4]#[N:5])([H:6])[H:7]>>[N:1]#[C:2][C:3]([C:4]#[N:5])([H:6])[H:7],37.5063387075555
[N:1](=[C:2]=[C:3]([H:6])[H:7])[C:4]#[N:5]>>[N:1]#[C:2][C:3]([C:4]#[N:5])([H:6])[H:7],73.0486632037314
[C:6]([O:7][H:15])([H:8])([H:13])[H:14].[N:1](=[C:2]=[O:3])[H:9].[N:4](=[C:5]([H:11])[H:12])[H:10]>>[N:1]([C:2](=[O:3])[N:4]([C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])[H:10])([H:8])[H:9],42.9294450838767
[C:1]([C:2](=[C:6]=[C:7]([H:12])[H:13])[H:11])([H:8])([H:9])[H:10].[O:3]=[C:4]=[O:5]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],64.5077513498011
[C:1](=[C:2]([C:6]#[C:7][H:13])[H:11])([H:8])[H:10].[O:3]=[C:4]([O:5][H:9])[H:12]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],40.69378619790537
[C:6](=[O:7])([H:13])[H:14].[N:1]([C:2](=[O:3])[N:4]([C:5]([H:11])([H:12])[H:15])[H:10])([H:8])[H:9]>>[N:1]([C:2](=[O:3])[N:4]([C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])[H:10])([H:8])[H:9],55.987644166964685
[C:1](/[C:2](=[C:6](/[O:5][C:4](=[O:3])[H:12])[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],3.3436955152154866
[N:1]([C:2](=[O:3])[C:6]([O:7][H:15])([H:13])[H:14])([H:8])[H:9].[N:4](=[C:5]([H:11])[H:12])[H:10]>>[N:1]([C:2](=[O:3])[N:4]([C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])[H:10])([H:8])[H:9],70.74167828216102
[C:1]1([H:8])([H:10])[C@:2]([O:3][C:4](=[O:5])[H:12])([H:11])[C@:6]1([C:7][H:13])[H:9]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],25.634464399395497
[N:1](/[C:2]([O:3][H:10])=[N:4]\[C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])([H:8])[H:9]>>[N:1]([C:2](=[O:3])[N:4]([C:5]([C:6]([O:7][H:15])([H:13])[H:14])([H:11])[H:12])[H:10])([H:8])[H:9],16.42068734616941
[C-:4]#[O+:5].[C:1]([C@@:2]([O:3][H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],43.899136470625095
[C:1]([O:5][C:4](=[O+:3][C-:2]([C:6]#[C:7][H:13])[H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],14.309588819335431
[C:1]([C:2]1([H:11])[C:6]([H:12])=[C:7]1[H:13])([H:8])([H:9])[H:10].[O:3]=[C:4]=[O:5]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],61.52274266272316
[C:1]([C:2](=[C:6]=[C:7]([C:4]1([H:12])[O:3][O:5]1)[H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],22.754036003811308
[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:7](=[C:6])[H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],11.472216034803203
[C:1]([H:8])[H:10].[C:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])([H:9])[H:11]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],11.663273900995009
[C:1]([C@@:2]1([H:11])[O:3][C:4]([H:12])=[C:7]([H:13])[C:6]1=[O:5])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],135.6556796942425
[C:1]([C:2]([C:3][C:5]([H:15])([H:16])[H:17])([H:9])[H:10])([H:6])([H:7])[H:8].[C:4]([H:11])([H:12])([H:13])[H:14]>>[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],3.577686804789181
[C:1](=[C:2]([H:9])[H:10])([H:6])[H:7].[C:3]([C:4]([H:12])([H:13])[H:14])(=[C:5]([H:16])[H:17])[H:11].[H:8][H:15]>>[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],30.62405622657741
[C:1]([C:2]([H:9])([H:10])[H:11])([H:6])([H:7])[H:8].[C:3]([C:4]([H:12])([H:13])[H:14])[C:5]([H:15])([H:16])[H:17]>>[C:1]([C:2]([C:3]([C:4]([H:12])([H:13])[H:14])([C:5]([H:15])([H:16])[H:17])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],0.706535275053497
[C:1]([O:4][C:3](=[C:2]([H:8])[H:9])[H:10])([H:5])([H:6])[H:7]>>[C:1]([C:2]([C:3](=[O:4])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7],62.24515107497459
[C:1]([C:2](=[C:3]=[O:4])[H:8])([H:5])([H:6])[H:7].[H:9][H:10]>>[C:1]([C:2]([C:3](=[O:4])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7],47.917237185921515
[C:1](/[C:2](=[C:3](\[O:4][H:9])[H:10])[H:8])([H:5])([H:6])[H:7]>>[C:1]([C:2]([C:3](=[O:4])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7],54.737940252349105
[C-:3]#[O+:4].[C:1]([C:2]([H:8])([H:9])[H:10])([H:5])([H:6])[H:7]>>[C:1]([C:2]([C:3](=[O:4])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7],75.86648300389544
[C:1]([C:2]([H:6])([H:8])[H:9])([O+:4]=[C-:3][H:10])([H:5])[H:7]>>[C:1]([C:2]([C:3](=[O:4])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7],35.80001083906541
[C:1]([H:5])([H:6])([H:7])[H:9].[C:2](=[C:3]=[O:4])([H:8])[H:10]>>[C:1]([C:2]([C:3](=[O:4])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7],67.5175246063682
[C-:1]([O+:4]=[C:3]([C:2]([H:6])([H:8])[H:9])[H:10])([H:5])[H:7]>>[C:1]([C:2]([C:3](=[O:4])[H:10])([H:8])[H:9])([H:5])([H:6])[H:7],43.9303718728311
[C:1]1([H:8])([H:10])[C@:2]([O:3][C:4](=[O:5])[H:12])([H:11])[C:6]1=[C:7]([H:9])[H:13]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],92.55339771237219
[C:1]([C@@:2]([O+:3]=[C-:4][O:5][H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],27.125562792216897
[C:1]([C@@:2]1([H:11])[O:3][C-:4]=[O+:5][C:6]1=[C:7]([H:12])[H:13])([H:8])([H:9])[H:10]>>[C:1]([C@@:2]([O:3][C:4](=[O:5])[H:12])([C:6]#[C:7][H:13])[H:11])([H:8])([H:9])[H:10],75.72134171298148
[C:1]([O:2][C:3]([C@:4]([N:5]=[O:6])([C:7]([H:14])([H:15])[H:16])[H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],50.1492837141322
[C:1]([N:5]([C@@:4]1([C:7]([H:14])([H:15])[H:16])[O:2][C:3]1([H:11])[H:12])[O:6][H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],71.2911014071332
[C:1]([O:2][C@@:3]1([H:12])[C:4]([C:7]([H:14])([H:15])[H:16])=[N:5]1)([H:8])([H:9])[H:10].[O:6]([H:11])[H:13]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],49.26934925669615
[C:1]([O+:2]=[C-:3][H:12])([H:8])([H:9])[H:10].[C:4](=[N:5]/[O:6][H:13])(\[C:7]([H:14])([H:15])[H:16])[H:11]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],8.83300246977921
[C:1]([O:2][C:3]([C:4]([N:5]([O:6][H:13])[H:15])=[C:7]([H:14])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],40.89598829234389
[C:1]([O:2][N:5]([C:4](=[C:3]([H:11])[H:12])[C:7]([H:14])([H:15])[H:16])[O:6][H:13])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],30.469946272009203
[C:1]([O:2][C:3]([C+:4]([N:5]([O-:6])[H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],42.52942222115451
[C:1](=[O+:2][C:3](=[C:4]([N-:5][O:6][H:13])[C:7]([H:14])([H:15])[H:16])[H:12])([H:8])[H:9].[H:10][H:11]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],7.58440780392899
[C:1]([O:2][H:8])([N:5]([C:4](=[C:3]([H:11])[H:12])[C:7]([H:14])([H:15])[H:16])[O:6][H:13])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],76.57886605063594
[C-:4]#[O+:5].[C:1]([C:2](=[O:3])[H:9])([H:6])([H:7])[H:8].[H:10][H:11]>>[C:1]([C:2]([O:3][C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],34.544079720147096
[C:1](=[C:2]([H:9])[H:10])([H:6])[H:7].[O:3]=[C:4]([O:5][H:8])[H:11]>>[C:1]([C:2]([O:3][C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],26.216688089646
[C-:4]#[O+:5].[C:1]([C:2]([O:3][H:11])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2]([O:3][C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],43.440653741228616
[C:1]([C:2]([O+:3]=[C-:4][O:5][H:11])([H:9])[H:10])([H:6])([H:7])[H:8]>>[C:1]([C:2]([O:3][C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],27.338991793612102
[C-:2](=[O+:3][C:4](=[O:5])[H:11])[H:9].[C:1]([H:6])([H:7])([H:8])[H:10]>>[C:1]([C:2]([O:3][C:4](=[O:5])[H:11])([H:9])[H:10])([H:6])([H:7])[H:8],6.4276880039137865
[C:1](=[C:2]([C:3]([H:9])([H:10])[H:11])[C:4]([H:12])([H:13])[H:14])([H:6])[H:8].[O:5]([H:7])[H:15]>>[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]([H:12])([H:13])[H:14])[O:5][H:15])([H:6])([H:7])[H:8],43.326544643894096
[C:1]([C:2]([C:4]([H:12])([H:13])[H:14])=[O:5])([C:3]([H:9])([H:10])[H:11])([H:6])[H:8].[H:7][H:15]>>[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]([H:12])([H:13])[H:14])[O:5][H:15])([H:6])([H:7])[H:8],82.06609125977609
[C:1]([C:2][C:4]([H:12])([H:13])[H:14])([H:6])([H:7])[H:8].[C:3]([O:5][H:15])([H:9])([H:10])[H:11]>>[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]([H:12])([H:13])[H:14])[O:5][H:15])([H:6])([H:7])[H:8],22.901581794492003
[C:1]([H:6])([H:7])([H:8])[H:11].[C:2](=[C:3]([H:9])[H:10])([C:4]([H:12])([H:13])[H:14])[O:5][H:15]>>[C:1]([C:2]([C:3]([H:9])([H:10])[H:11])([C:4]([H:12])([H:13])[H:14])[O:5][H:15])([H:6])([H:7])[H:8],87.12544826242035
[C:1]([O:2][H:13])([H:8])([H:9])[H:10].[C:3](=[C:4]([N:5]=[O:6])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],7.208478948158799
[C:1]([O+:2]=[C:3]([C@@:4]([N-:5][O:6][H:13])([C:7]([H:14])([H:15])[H:16])[H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],5.441367577540312
[C:1]([O:2][C:3](/[C:4](=[N:5]\[C:7]([H:14])([H:15])[H:16])[O:6][H:13])([H:11])[H:12])([H:8])([H:9])[H:10]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],107.1916487396098
[C:1]([O:2][C:3]([C:4]([N:5]=[O:6])=[C:7]([H:14])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10].[H:13][H:15]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],51.96550053926691
[C:1]([O:2][H:15])([H:8])([H:9])[H:10].[C:3]1([H:11])([H:12])[C:4](=[N:5][O:6][H:13])[C:7]1([H:14])[H:16]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],40.660327680465
[C:1]([O+:2]=[C-:3][H:12])([H:8])([H:9])[H:10].[C:4](#[N:5])[C:7]([H:14])([H:15])[H:16].[O:6]([H:11])[H:13]>>[C:1]([O:2][C:3](/[C:4](=[N:5]\[O:6][H:13])[C:7]([H:14])([H:15])[H:16])([H:11])[H:12])([H:8])([H:9])[H:10],26.257289214792312
[C:1]([C:2]([H:9])([H:10])[H:11])([N:6]=[C:5]=[C:3]([C:4]([H:13])([H:14])[H:15])[H:12])([H:7])[H:8]>>[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[N:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],63.08201590950031
[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([N+:6]#[C-:5])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[N:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],38.2881821660067
[C:1]([C:2]([C:3]([C-:5]=[N+:6]=[C:4]([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[N:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],63.926826123650805
[C:1](=[C:2]([H:10])[H:11])([H:7])[H:9].[C:3]([C:4]([H:13])([H:14])[H:15])(=[C:5]=[N:6][H:8])[H:12]>>[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[N:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],11.828346057471002
[C:1]([C:2]([C+:3]=[C:5]=[N-:6])([H:10])[H:11])([H:7])([H:8])[H:9].[C:4]([H:12])([H:13])([H:14])[H:15]>>[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[N:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],2.019018362497107
[C:1]([C:2]([C:3]([C:5]1=[N:6][C:4]1([H:14])[H:15])([H:12])[H:13])([H:10])[H:11])([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[N:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],69.2761038419315
[C:1]([C@:2]1([H:11])[C:5]([C:3]([C:4]([H:13])([H:14])[H:15])([H:10])[H:12])=[N:6]1)([H:7])([H:8])[H:9]>>[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[N:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],58.58119934747599
[C:1]1([H:7])([H:9])[C:2]([H:10])([H:11])[C@:3]([C:4]([H:13])([H:14])[H:15])([H:12])[C:5][N:6]1[H:8]>>[C:1]([C:2]([C@@:3]([C:4]([H:13])([H:14])[H:15])([C:5]#[N:6])[H:12])([H:10])[H:11])([H:7])([H:8])[H:9],39.76594064400341
[O:1]([C:4](=[C:3]=[C:2]([H:8])[H:9])[C:5](=[O:6])[H:10])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],67.297222439549
[C:2](=[C:3]=[C:4]=[C:5]=[O:6])([H:8])[H:9].[O:1]([H:7])[H:10]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],53.65475049696757
[O:1]([C:2]([C:3](=[C:4]=[C:5]=[O:6])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],79.99987790592553
[O:1]([C:2](=[C:3]=[C:4]([C:5](=[O:6])[H:10])[H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],77.93711066871431
[O:1]([C:2]([C:3]([C:4]#[C:5][H:10])=[O:6])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],68.60326664616339
[O:1]([C:2]([C:3](=[C:4])[C:5](=[O:6])[H:10])([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],9.307151693067304
[H:7][H:10].[O:1]1[C:2]([H:8])([H:9])[C:3]1=[C:4]=[C:5]=[O:6]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],43.263786450981605
[O:1]([C:3]1=[C:4]=[C:5]([H:10])[O:6][C:2]1([H:8])[H:9])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],64.81872249027691
[O:1]1[C:2]([H:8])([H:9])[C:3]1=[C:4]=[C:5]([O:6][H:7])[H:10]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],28.734942853427494
[O:1]1[C:2]([H:8])([H:9])[C:3]#[C:4][C@@:5]1([O:6][H:7])[H:10]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],5.8093631024758
[O:1]([C:2](=[C:3]=[C:4]=[C:5]([O:6][H:8])[H:10])[H:9])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],41.71198215584657
[O:1]1[C:2]([H:8])([H:9])[C:3][C@:4]1([C:5](=[O:6])[H:10])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],28.52922470984499
[H:8][H:10].[O:1]([C:2](=[C:3]=[C:4]=[C:5]=[O:6])[H:9])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],31.398339272810794
[C:5](=[O:6])([H:8])[H:10].[O:1]([C+:2]([C:3]#[C-:4])[H:9])[H:7]>>[O:1]([C:2]([C:3]#[C:4][C:5](=[O:6])[H:10])([H:8])[H:9])[H:7],28.35126607173226
[O:1]=[C:2]([N+:6]#[C-:5])[H:7].[O:3]=[C:4]([H:8])[H:9]>>[O:1]=[C:2]([O:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7],26.459074193502595
[H:7][H:9].[O+:1]#[C-:2].[O:3]=[C:4]([C:5]#[N:6])[H:8]>>[O:1]=[C:2]([O:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7],29.80391614047022
[O:1]([C:2](=[O:3])[H:7])[C:5]1=[N:6][C:4]1([H:8])[H:9]>>[O:1]=[C:2]([O:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7],21.5806719042089
[O:1]([C:2](=[O:3])[H:7])[N:6]=[C:5]=[C:4]([H:8])[H:9]>>[O:1]=[C:2]([O:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7],16.685194239444698
[O:1]=[C:2]1[O:3][C:4]([H:8])([H:9])[C-:5]=[N+:6]1[H:7]>>[O:1]=[C:2]([O:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7],47.5318594485822
[O:1]=[C:2]([O:3][C:4]([N+:6]#[C-:5])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([O:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7],38.407854686075396
[O:1]=[C:5]1[C:4]([H:8])([H:9])[O:3][C:2]([H:7])=[N:6]1>>[O:1]=[C:2]([O:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7],125.18371515258335
[O:1]([C-:2]=[O+:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7]>>[O:1]=[C:2]([O:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7],27.848994420101413
[C:5]=[N:6][H:9].[o+:1]1[c-:2]([H:7])[o:3][c:4]1[H:8]>>[O:1]=[C:2]([O:3][C:4]([C:5]#[N:6])([H:8])[H:9])[H:7],12.201404456321498
[N:1]([C:2](=[O:3])/[C:4](=[C:5](/[O:6][H:10])[H:11])[H:9])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],48.66114503056057
[C:4]([C:5](=[O:6])[H:11])([H:7])([H:9])[H:10].[N:1](=[C:2]=[O:3])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],68.08491072359469
[N:1]([C:2](=[O:3])[O:6][C:5](=[C:4]([H:9])[H:10])[H:11])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],50.48904521341418
[C:2](=[O:3])=[C:4]([H:9])[H:10].[N:1]([C:5](=[O:6])[H:11])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],34.753260274326706
[N:1]([C:2]([O:3][C:5](=[O:6])[H:11])=[C:4]([H:9])[H:10])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],22.7766039659246
[N:1]([C:2](=[O:3])[C:4]([O+:6]=[C-:5][H:11])([H:9])[H:10])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],35.75929464616969
[C-:5]#[O+:6].[N:1]([C:2]([O:3][H:11])=[C:4]([H:9])[H:10])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],12.208624816633602
[N:1]([C:2](=[O:3])[C:5]([C:4]([H:9])([H:10])[H:11])=[O:6])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],70.36320294878642
[N:1]([C-:2]=[O+:3][C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],45.08311998781651
[N:1]([C@@:2]1([O+:6]=[C-:5][H:11])[O:3][C:4]1([H:9])[H:10])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],13.391291484001997
[C-:5]#[O+:6].[C:2](=[O:3])=[C:4]([H:9])[H:10].[N:1]([H:7])([H:8])[H:11]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],17.146945991809105
[N:1](=[C:2](/[O:3][H:8])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])\[H:7]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],25.4186399514036
[C:4](=[C:5]([O:6][H:7])[H:11])([H:9])[H:10].[N:1](=[C:2]=[O:3])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],13.180002837304196
[N:1]([C-:2]=[O+:3][C@@:5]1([H:11])[C:4]([H:9])([H:10])[O:6]1)([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],22.197551952944195
[N:1](/[C:2]([O:3][H:10])=[C:4](/[C:5](=[O:6])[H:11])[H:9])([H:7])[H:8]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],33.9242923336112
[C:2](=[O:3])=[C:4]([C:5](=[O:6])[H:11])[H:9].[N:1]([H:7])([H:8])[H:10]>>[N:1]([C:2](=[O:3])[C:4]([C:5](=[O:6])[H:11])([H:9])[H:10])([H:7])[H:8],36.823762607469305
